assumed_mu,mean_uplift,uplift_std,uplift_ci_low,uplift_ci_high,brier_score,log_loss,map_accuracy
-0.12,-14.316174928565943,18.228222132434325,-18.310610220680697,-10.321739636451188,0.24125192267617795,0.6754641015457986,0.575225
0.0,0.0,0.0,0.0,0.0,0.24125192267617795,0.6754641015457986,0.575225
0.06,7.231018952385222,11.885661343908232,4.6264585735782315,9.835579331192212,0.24125192267617795,0.6754641015457986,0.575225
0.12,14.621152277519553,15.275130884426641,11.273841637286676,17.96846291775243,0.24125192267617795,0.6754641015457986,0.575225
0.18,21.29974647755309,20.943329517917345,16.710337046783465,25.889155908322714,0.24125192267617795,0.6754641015457986,0.575225
0.3,31.396372770307835,27.959418249964884,25.269495108117404,37.523250432498266,0.24125192267617795,0.6754641015457986,0.575225
